employee_id,first_name,last_name,email,department,position,hire_date,salary,performance_score,training_hours,projects_completed,sick_days,vacation_days,manager_id,years_experience,education_level,remote_work_days,satisfaction_score
EMP00027,FirstName27,LastName27,firstname27.lastname27@company.com,Operations,Manager,2022-12-26 17:39:08.991595,61085.501005898885,7.212457268015138,46.857294000022314,7,10,23.60163941624357,EMP00864,8.629106261482681,Master,0.5558605142693118,8.904529701386833
EMP00028,FirstName28,LastName28,firstname28.lastname28@company.com,Operations,Lead,2017-10-02 17:39:08.991596,109846.99312138434,7.023587346725812,42.87633980769812,8,6,14.264079771968742,,9.61113200675324,Bachelor,3.1434704516642373,8.172633992632942
EMP00029,FirstName29,LastName29,firstname29.lastname29@company.com,Marketing,Junior,2019-12-20 17:39:08.991598,63198.29430858989,8.095178232265935,46.27064991724048,6,6,14.997618742979645,EMP00574,7.648355627093767,Master,0.735769506631875,5.720247601934848
EMP00030,FirstName30,LastName30,firstname30.lastname30@company.com,HR,Senior,2016-06-30 17:39:08.991599,79493.5638984551,8.23320827125322,,10,0,22.28826039842202,EMP00565,4.659630615442099,Bachelor,3.018631043989564,8.014548015527534
EMP00031,FirstName31,LastName31,firstname31.lastname31@company.com,Operations,Junior,2024-08-05 17:39:08.991600,124026.84143742791,8.33043012185619,28.98324701184649,11,6,18.062367272304677,EMP01312,7.846471537030216,Associates,4.04542935957241,7.172743921232886
EMP00032,FirstName32,LastName32,firstname32.lastname32@company.com,Operations,Junior,2022-07-02 17:39:08.991602,89112.72657293393,3.9967284373960554,42.3771682020511,12,8,17.956790638692073,EMP00860,4.963010211983272,Associates,0.9425017649967935,7.137250839447623
EMP00033,FirstName33,LastName33,firstname33.lastname33@company.com,HR,Director,2019-06-18 17:39:08.991603,83848.87821325123,6.172308855900611,29.767046662074616,5,2,18.183546625953966,EMP00515,6.991458862605227,Master,1.9699816001378276,8.204032134140474
EMP00034,FirstName34,LastName34,firstname34.lastname34@company.com,HR,Senior,2024-11-25 17:39:08.991604,91339.32159289403,7.893778809516856,44.170711775459765,10,5,12.714010316605377,EMP00171,8.588935950009985,Master,2.241617530465872,4.975185836352297
EMP00035,FirstName35,LastName35,,Finance,Manager,2016-05-07 17:39:08.991606,99970.58401958896,10.303233630285554,52.01831668196625,7,3,15.352987381731852,,8.566562787359278,Master,3.2061720423712927,1.9291287202485892
EMP00036,FirstName36,LastName36,firstname36.lastname36@company.com,Engineering,Lead,2025-06-01 17:39:08.991607,54080.53074892689,6.744786572435259,44.7332422772543,10,4,17.18618444138894,EMP00995,8.348724468073943,PhD,2.6408153187200676,6.32213587345979
EMP00037,FirstName37,LastName37,firstname37.lastname37@company.com,Sales,Director,2017-03-10 17:39:08.991608,87457.9354481353,,65.99653053759893,9,4,12.849239088215159,EMP01014,5.6444475131348195,High School,2.0550950536047976,3.7197158477919956
EMP00038,FirstName38,LastName38,firstname38.lastname38@company.com,ENGINEERING,Junior,2016-02-12 00:00:00,81449.3113364902,5.501732501403508,32.27453107886636,5,4,14.24274229334004,EMP00889,11.63405987393639,PhD,1.9827667613513742,6.229912237931607
EMP00039,FirstName39,LastName39,firstname39.lastname39@company.com,Finance,Lead,2023-05-14 17:39:08.991612,20839.72737200348,7.86741273248606,48.202412335097144,6,3,13.944812102204258,EMP00213,13.196925467458625,,1.1496737527528225,3.6283526222898224
EMP00040,FirstName40,LastName40,firstname40.lastname40@company.com,Sales,Senior,2018-08-29 17:39:08.991613,81196.32821160513,12.50678195970828,59.165756559411086,4,5,8.882086486698865,EMP01452,2.717685681115257,Associates,2.935741131263537,7.14557407443396
EMP00041,FirstName41,LastName41,firstname41.lastname41@company.com,Engineering,Junior,2015-08-28 17:39:08.991615,50246.74462794841,6.758554306082707,34.328451707337194,8,9,21.973149202881388,EMP01243,8.008439148957075,Associates,2.648742481978327,6.779000311698664
EMP00042,FirstName42,LastName42,duplicate@company.com,Marketing,Junior,2022-03-05 17:39:08.991617,77812.5973116217,8.852408922002034,32.99040580866545,5,9,12.965533282761307,EMP00770,9.794489533624791,Master,3.001422249923344,6.841365480478372
EMP00043,FirstName43,LastName43,firstname43.lastname43@company.com,Finance,Senior,2025-04-23 17:39:08.991619,99607.2912168404,7.3862925190946,37.70950181419646,10,7,11.854674190584882,EMP01368,9.260916409924933,Associates,1.784360189666746,8.135282672916214
EMP00044,FirstName44,LastName44,firstname44.lastname44@company.com,Marketing,Manager,2023-06-08 17:39:08.991621,51647.98297900057,5.2416592052612465,18.3030597942926,8,4,16.768433445884995,EMP01233,9.464319251224923,Master,2.3645163948711896,9.245566911657118
EMP00045,FirstName45,LastName45,firstname45.lastname45@company.com,Marketing,Director,2016-04-02 17:39:08.991622,72031.11348107136,4.558864402808594,57.039188861147984,14,3,22.891605667400043,EMP01317,-0.5656010128036064,PhD,2.7332852285791436,5.817166183568789
EMP00046,FirstName46,LastName46,firstname46.lastname46@company.com,Engineering,Senior,2020-01-30 17:39:08.991624,64355.68465739064,5.908237379437559,42.415256247715945,5,5,11.89680389577416,EMP01179,16.722168710195756,High School,0.7868683297463108,7.434461839025185
EMP00047,FirstName47,LastName47,firstname47.lastname47@company.com,Operations,Lead,2018-07-03 17:39:08.991626,103527.82950529436,8.449102988894708,14.670614752327996,7,3,14.83601498124472,,7.641351643176041,Associates,3.2947413874610234,7.455840466820536
EMP00048,FirstName48,LastName48,firstname48.lastname48@company.com,Sales,Lead,2020-07-21 17:39:08.991628,61253.65749137442,7.197659174346339,33.60404660182618,7,5,0.06574104709324624,EMP00489,7.570628695955332,PhD,2.6679147429961603,4.060685114762589
EMP00049,FirstName49,LastName49,firstname49.lastname49@company.com,Operations,Junior,2019-03-02 17:39:08.991629,80428.93892565125,9.052837873335108,59.67409502350226,11,3,24.480219752517524,EMP01378,11.90122061603402,Master,0.6751040714727834,8.788715222024436
EMP00050,FirstName50,LastName50,firstname50.lastname50@company,HR,Director,2023-09-01 17:39:08.991631,90784.3569490595,14.32340329418172,35.07569873098779,13,4,11.86722971553819,EMP01237,0.37367195581468127,Associates,0.741418567865133,5.16709268072982
EMP00051,FirstName51,LastName51,,HR,Manager,2025-03-31 17:39:08.991633,93992.47364708254,,63.53460276000137,7,4,0.6901882902629142,EMP00807,6.955731660399444,,2.2836326982227724,5.4905847904701846
EMP00052,FirstName52,LastName52,,Finance,Manager,2022-06-26 17:39:08.991635,50777.81176479152,9.765133012213484,35.90639245267009,9,3,20.197274968680514,EMP00082,6.121557008225697,Associates,4.264052168089743,6.3603797344671635
EMP00053,FirstName53,LastName53,firstname53.lastname53@company.com,Marketing,Lead,2019-02-12 17:39:08.991636,68640.50573714319,7.219810598763443,18.27582215430801,9,5,8.393609577151596,EMP00902,14.11103309366418,Master,1.9103603841296908,4.895071305771012
EMP00054,FirstName54,LastName54,firstname54.lastname54@company.com,Finance,Manager,2025-04-01 17:39:08.991638,115035.44523534621,,8.21202870614037,4,5,8.039748226672808,EMP01175,8.46273031269818,PhD,2.8600382943640352,5.304119176481669
EMP00055,FirstName55,LastName55,firstname55.lastname55@company.com,Engineering,Lead,2021-04-04 17:39:08.991639,74611.51808651249,8.51921750317719,,7,4,9.295757337189958,EMP00077,4.138730967781168,PhD,1.761561020512903,7.954820611086617
EMP00056,FirstName56,LastName56,firstname56.lastname56@company.com,Marketing,Director,2022-01-24 17:39:08.991641,100760.12803762236,6.085739261159645,27.68369175001598,5,3,12.084417382940934,EMP01287,8.329196757192372,High School,2.077119730618023,4.618532687910267
EMP00057,FirstName57,LastName57,firstname57.lastname57@company.com,HR,Junior,2024-07-02 17:39:08.991642,126449.61046217465,5.69196019644686,31.173353528096477,9,6,23.07625227260997,EMP00885,7.88503558724387,High School,2.9815543532190993,8.839974267314055
EMP00058,FirstName58,LastName58,firstname58.lastname58@company.com,Engineering,Lead,2022-04-20 17:39:08.991644,73311.12816126327,12.178872238776652,38.30269140742385,7,5,7.673506294171819,EMP00053,3.33296696671907,PhD,3.186242071840641,5.098150941279942
EMP00059,FirstName59,LastName59,duplicate@company.com,Engineering,Director,2016-04-25 17:39:08.991645,95779.22824620146,7.5552771841343676,43.745996556283686,8,4,18.76016682220228,EMP00371,7.386694962100326,,1.2627851057415014,8.569531966905583
EMP00060,FirstName60,LastName60,firstname60.lastname60@company,Operations,Lead,2018-02-20 17:39:08.991646,98842.83106248829,5.05521491228285,25.126991658976824,9,4,10.89848771810329,,13.95081208476191,PhD,1.8258781772757144,7.845326888130557
EMP00061,FirstName61,LastName61,firstname61.lastname61@company.com,Finance,Senior,2016-12-19 17:39:08.991648,41037.19509062087,10.153807349658972,59.17361209720876,11,5,11.803487154976377,EMP00203,10.803567330158593,Master,1.1474982285415367,4.888255509819148
EMP00062,FirstName62,LastName62,firstname62.lastname62@company.com,Finance,Lead,2023-08-23 17:39:08.991649,85047.06711813218,10.85848023785363,44.61258722742419,7,7,13.092809089766998,EMP00845,15.15356353709551,Associates,2.3509691839096485,5.070006189526195
EMP00063,FirstName63,LastName63,firstname63.lastname63@company.com,Operations,Director,2024-04-12 17:39:08.991651,112582.05905446787,5.0970321887375905,58.40518295797058,10,6,14.127330167279789,EMP01494,10.116435208462645,,2.1914506442166055,8.133594696259443
EMP00064,FirstName64,LastName64,firstname64.lastname64@company.com,Sales,Manager,2022-08-01 17:39:08.991652,35550.42394740552,7.876773696127891,10.243427064647452,9,5,16.539627218069203,EMP00520,9.465736953652918,PhD,1.0380332693867982,9.085998604981665
EMP00065,FirstName65,LastName65,firstname65.lastname65@company.com,HR,Lead,2018-03-13 17:39:08.991653,72150.84053862434,4.556939540504392,47.318695253870025,6,7,6.158367493645935,EMP01399,-1.3878905163774495,Associates,2.0041388207092354,7.06580524576562
EMP00066,FirstName66,LastName66,firstname66.lastname66@company.com,HR,Junior,2010-08-10 17:39:09.003372,77863.7485627662,8.566141439093615,46.0403872906255,5,9,26.46325278530877,EMP00510,25.0,High School,3.037766197304772,9.261888500447522
EMP00067,FirstName67,LastName67,firstname67.lastname67@company.com,Finance,Director,2016-11-21 17:39:08.991657,72515.0706061216,8.91518969974303,39.564086557492004,6,3,14.694845288027599,EMP00098,1.098195142029161,PhD,2.2373866816955226,9.376814726486069
EMP00068,FirstName68,LastName68,firstname68.lastname68@company.com,HR,Manager,2021-10-22 17:39:08.991658,69977.14946845599,7.496007610008966,32.145661615893836,8,3,8.578575492656983,EMP01432,15.854951091333257,Bachelor,1.0452429896140072,5.246499800134784
EMP00069,FirstName69,LastName69,firstname69.lastname69@company.com,HR,Director,2017-10-23 17:39:08.991660,47229.44979563628,7.948622392415355,17.673661849082087,11,1,22.13129068826251,EMP00539,8.176041932625404,Master,2.3208824447833463,9.613727070470993
EMP00070,FirstName70,LastName70,duplicate@company.com,Engineering,Lead,2019-01-08 17:39:08.991661,84634.42554101592,6.51064799294872,19.479298726368093,7,4,13.98335574157684,EMP00329,9.710960302639212,Associates,1.5006878276731113,8.331152627010773
EMP00071,FirstName71,LastName71,firstname71.lastname71@company.com,Operations,Senior,2016-07-31 17:39:08.991663,56359.952614157715,7.565694612256471,59.48504145120033,10,4,13.844744243982918,EMP01121,6.414592680348519,Associates,2.1814766371111425,5.3236483361311935
EMP00072,FirstName72,LastName72,firstname72.lastname72@company.com,Operations,Senior,2017-10-08 17:39:08.991664,56989.90433252727,8.570778240520609,45.630577584208446,9,6,19.276050515063275,EMP00822,1.7855002344979793,PhD,0.35478887651194313,5.820909483536026
EMP00073,FirstName73,LastName73,,Marketing,Junior,2020-09-01 17:39:08.991665,27820.662095523574,7.2193904964813,36.996604267475846,9,4,4.992712500963394,EMP00353,10.483230973957811,Master,2.6536040787845865,9.261786133265131
EMP00074,FirstName74,LastName74,,Mktg,Junior,2022-12-05 17:39:08.991667,39395.25324862373,9.337321771511775,36.10817734903897,11,8,18.22998518162771,EMP00183,-0.3503982410789712,Master,2.927898413315667,10.007608444511416
EMP00075,FirstName75,LastName75,firstname75.lastname75@company.com,Sales,Manager,2021-09-23 17:39:08.991668,111949.01115680115,6.467639582238935,55.31878134259703,10,9,15.853499323897706,EMP01263,5.986741004931121,High School,0.6597146899395718,6.645124837098837
EMP00076,FirstName76,LastName76,firstname76.lastname76@company.com,Marketing,Senior,2017-06-07 17:39:08.991670,76940.57932478026,7.021995247679471,54.68915190068847,4,4,11.703595097659607,EMP00467,5.207488749472624,PhD,2.284196550474589,11.713189603700574
EMP00077,FirstName77,LastName77,firstname77.lastname77@company.com,Operations,Lead,2025-05-25 17:39:08.991671,93489.58774031978,4.403429996994962,27.759691192446457,11,1,13.356632080697619,EMP00627,4.509726153874929,Associates,1.1679083258187553,10.100120953154352
EMP00078,FirstName78,LastName78,firstname78.lastname78@company.com,HR,Director,2020-09-12 17:39:08.991673,52813.392105657884,10.982749022963407,18.376683578506213,3,4,11.283337657320128,EMP01479,13.89654331148903,High School,2.786305181134533,8.40292108072784
EMP00079,FirstName79,LastName79,firstname79.lastname79@company.com,Operations,Director,2015-08-25 17:39:08.991677,26392.16896885348,4.513781855234074,45.55581994114287,8,3,15.322938398139664,,7.828535636867894,Associates,2.4353290217184327,8.183800679491211
EMP00080,FirstName80,LastName80,firstname80.lastname80@company.com,Engineering,Senior,2019-04-26 17:39:08.991679,58578.66642460248,9.170055364239595,58.49779009649335,10,4,15.997270049925419,EMP01274,5.247020200898445,High School,3.17506329718634,8.219880368664334
EMP00081,FirstName81,LastName81,firstname81.lastname81@company.com,Operations,Senior,2020-10-14 17:39:08.991681,27140.374941130973,8.140198088540503,50.351859020604365,7,5,8.840088569296121,EMP00382,1.911269908772399,PhD,3.313021036991498,3.9375527354168023
EMP00082,FirstName82,LastName82,firstname82.lastname82@company.com,Marketing,Director,2022-07-24 17:39:08.991682,57488.616909647804,7.491568555660137,64.90064985573656,4,5,10.776198517894873,EMP00415,11.008675957313892,High School,1.6676774763199318,5.83853694547415
EMP00083,FirstName83,LastName83,firstname83.lastname83@company.com,HR,Manager,2022-11-03 17:39:08.991684,103764.30003226253,6.165015364441803,37.433215812830426,10,5,4.836820681687167,EMP01449,13.440607623316865,High School,2.113399541743098,6.944136763036984
EMP00084,FirstName84,LastName84,firstname84.lastname84@company.com,Operations,Director,2022-09-07 17:39:08.991685,11809.057678867348,,44.27435693153623,6,4,8.93047943942954,EMP00691,,Master,3.8018245986932233,6.295644382414653
EMP00085,FirstName85,LastName85,firstname85.lastname85@company.com,HR,Junior,2018-12-07 17:39:08.991687,111224.8783442368,6.912751419605863,39.154226021180165,6,11,10.544154884069314,EMP00741,10.666457606703883,Master,-0.05140064675115319,8.32237659337941
EMP00086,FirstName86,LastName86,firstname86.lastname86@company.com,Finance,Lead,2018-08-07 17:39:08.991694,89255.07774591065,6.714328847910359,51.43515538426603,14,8,3.1985156148977767,EMP00346,13.633158086362561,Associates,0.7543356300971125,7.379550551642237
EMP00087,FirstName87,LastName87,firstname87.lastname87@company.com,Operations,Senior,2023-01-26 17:39:08.991696,101658.24029900531,4.311910468468625,29.291777192007572,8,5,16.84099626643927,EMP00229,8.653591000948309,Master,2.9849580352115668,8.200577316793757
EMP00088,FirstName88,LastName88,firstname88.lastname88@company.com,Finance,Senior,2023-12-17 17:39:08.991698,68916.1895372573,,42.914700476020826,8,9,18.388746993866008,EMP00636,15.73289423324757,PhD,1.0489727643525586,6.645881316898173
EMP00089,FirstName89,LastName89,firstname89.lastname89@company.com,Marketing,Manager,2020-09-13 17:39:08.991700,40203.89075267653,8.48104750651632,64.70935846618478,11,5,26.388162335470184,EMP01435,17.10517086634419,PhD,3.6246537542683375,9.688679862302617
EMP00090,FirstName90,LastName90,firstname90.lastname90@company.com,Finance,Junior,2025-03-25 17:39:08.991702,49605.538745076774,6.9780870110282915,29.06432154492314,9,5,16.84146289237078,EMP00607,10.488511175736887,High School,1.1414215661858211,7.479151153537078
EMP00091,FirstName91,LastName91,firstname91.lastname91@company.com,HR,Director,2019-12-23 17:39:08.991703,105634.2077922238,7.433583121547104,9.82576540437109,8,2,10.52976962436779,EMP01103,1.8380154475185246,Associates,2.5869822635376405,6.60029982262498
EMP00092,FirstName92,LastName92,firstname92.lastname92@company.com,HR,Junior,2023-10-26 17:39:08.991705,79466.39575457534,8.365815158473175,47.87816085820014,5,5,14.798354588120054,EMP01267,11.905819302593201,PhD,2.2581950622270694,8.399941154958105
EMP00093,FirstName93,LastName93,firstname93.lastname93@company.com,Finance,Junior,2017-07-27 17:39:08.991707,40634.6693579043,5.42770949294613,73.61235927548093,5,8,17.03116354060281,EMP00407,9.72060980643314,High School,1.8878340743610478,8.554397284868374
EMP00094,FirstName94,LastName94,firstname94.lastname94@company.com,Engineering,Manager,2010-08-10 17:39:09.002200,91236.07081048073,5.072955953199159,29.798745015202154,12,10,16.66189923101793,,25.0,Associates,2.3819600260380476,7.223270957418273
EMP00095,FirstName95,LastName95,firstname95.lastname95@company.com,Finance,Manager,2018-03-07 17:39:08.991711,36045.36502734356,12.713693162184388,59.15067776584639,12,4,9.705180191798778,EMP01359,6.282904926949632,PhD,2.2471350443862224,4.037714350423856
EMP00096,FirstName96,LastName96,firstname96.lastname96@company.com,Engineering,Director,2019-11-22 17:39:08.991713,86521.42202703019,7.007720316905081,40.20992900934674,10,5,21.734912789320617,EMP00540,10.117881427241107,Bachelor,2.5616807187340442,8.997927161869454
EMP00097,FirstName97,LastName97,firstname97.lastname97@company.com,Finance,Director,2017-05-13 17:39:08.991714,68531.53324569661,6.861394499489925,25.264173866319698,12,4,18.30245313857591,EMP00697,8.31046298902074,High School,3.5144107679039758,3.857720205504096
EMP00098,FirstName98,LastName98,firstname98.lastname98@company.com,HR,Lead,2018-02-25 17:39:08.991716,92232.20131585015,,50.32935917397687,9,10,20.05343683228883,EMP00813,4.594962987467938,PhD,2.702746878919738,4.380742509652119
EMP00099,FirstName99,LastName99,firstname99.lastname99@company.com,Operations,Junior,2019-10-16 17:39:08.991718,68398.18558045344,6.907065928979198,18.65830691963262,12,9,20.644953411268357,EMP00789,4.557069109449978,Bachelor,3.133087129577963,7.2632708128910926
EMP00100,FirstName100,LastName100,firstname100.lastname100@company.com,HR,Director,2022-03-08 00:00:00,93129.31967900929,8.16257626581814,62.81917169590141,6,1,19.065590503529357,EMP00602,4.018727545963837,High School,1.7056745437661611,6.182525399354048
EMP00101,FirstName101,LastName101,firstname101.lastname101@company.com,Finance,Manager,2018-02-05 17:39:08.991721,36726.4580821809,10.162106377560594,41.663693204917635,8,4,17.863515268771742,EMP00169,7.608885512257392,PhD,0.5644309188497636,7.219014541078987
EMP00102,FirstName102,LastName102,firstname102.lastname102@company.com,Sales,Lead,2024-11-02 17:39:08.991723,83355.71958684004,10.649651914446238,14.403650712356859,8,5,17.26764940755849,EMP00461,7.758490573261525,,1.0767584769731977,9.993672415262035
EMP00103,FirstName103,LastName103,firstname103.lastname103@company.com,Engineering,Lead,2021-01-16 17:39:08.991725,63900.48799251014,8.79764106545481,67.8094959744505,7,5,15.854300144944544,EMP00084,18.87629541142038,Master,3.661259358600537,7.909153696070056
EMP00104,FirstName104,LastName104,duplicate@company.com,Business Development,Manager,2025-06-01 17:39:08.991727,84338.09424750904,3.927642461924936,52.86095950123463,7,3,13.897116404916249,EMP00318,6.388857657248185,Bachelor,3.918438030201323,5.5786617448314315
EMP00105,FirstName105,LastName105,firstname105.lastname105@company.com,HR,Director,2021-11-09 17:39:08.991728,67309.78870599874,8.447055154945815,44.74073025508787,6,2,15.679358095919984,EMP00561,-5.380036717640658,Associates,0.886216603085102,8.797472930904231
EMP00106,FirstName106,LastName106,firstname106.lastname106@company.com,Engineering,Manager,2018-02-16 17:39:08.991730,52639.16915441627,9.83242467704257,53.32383894669639,5,1,10.545789458422433,,3.634712955776636,Associates,1.2235114076786866,4.295635837844443
EMP00107,FirstName107,LastName107,firstname107.lastname107@company.com,Operations,Director,2023-12-13 17:39:08.991732,72377.4276439308,7.900383941083814,3.1249132768801458,11,8,19.25458114692946,EMP01424,4.523360424340572,High School,1.6900134100471254,5.8238512809292855
EMP00108,FirstName108,LastName108,firstname108.lastname108@company.com,Finance,Manager,2020-01-05 17:39:08.991734,105940.38629566807,6.501075224157239,30.632546747122127,9,1,12.41313959710846,EMP00503,8.912843801569666,High School,2.001061651290137,6.988294888611333
EMP00109,FirstName109,LastName109,firstname109.lastname109@company.com,Engineering,Manager,2023-09-23 17:39:08.991735,59906.038071645584,6.884966827782973,77.6361199275153,9,2,12.246274905609246,EMP00902,4.861343248770075,Master,3.3064977402054305,5.901992958117958
EMP00110,FirstName110,LastName110,firstname110.lastname110@company.com,Engineering,Senior,2018-04-24 17:39:08.991738,79996.1096072391,9.344388564676242,,10,3,15.190452789700842,EMP00443,17.281142966599294,Bachelor,2.9699948436740295,8.455003027514547
EMP00111,FirstName111,LastName111,firstname111.lastname111@company.com,Marketing,Director,2021-02-02 17:39:08.991739,58163.19761911267,6.702112625917443,30.39210404487303,8,10,15.565127262885655,EMP00608,7.739337107491036,High School,0.8512201068022456,7.150703344037893
EMP00112,FirstName112,LastName112,firstname112.lastname112@company.com,Operations,Junior,2019-09-13 17:39:08.991741,25888.922491324673,6.071838639935266,42.53377310897929,8,4,15.50399210230927,EMP00043,4.988536700228634,Associates,0.8121671054575781,7.664008498851066
